ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-1176376,2,2021-07-29 07:13:45,2021-07-29 09:13:45,45.554071,-122.519677,45.554154,-122.520182,0.025,Hazardous debris is causing no to minimum delays. Use caution.,14030.0, NE Sandy Blvd,R,Portland,Multnomah,OR,97230-2666,US,US/Pacific,KTTD,2021-07-29 06:53:00,63.0,63.0,75.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-29,2021,7,3,7
A-1176377,2,2021-06-02 19:59:44,2021-06-02 20:59:44,45.553951,-122.518999,45.554004,-122.519296,0.015,A crash has the lane closed EB at 141st use caution.,14098.0, NE Sandy Blvd,R,Portland,Multnomah,OR,97230-2604,US,US/Pacific,KTTD,2021-06-02 19:53:00,82.0,82.0,41.0,29.8,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-02,2021,6,2,19
A-1176710,2,2021-05-22 08:42:30,2021-05-22 11:57:00,45.471258,-122.67735,45.505465,-122.673288,2.372,Stationary traffic on Pacific Highway 1 N - I-5 N from Terwilliger Blvd/Exit 297 (I-5) to I-405 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-05-22 08:53:00,51.0,51.0,74.0,30.17,10.0,W,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-22,2021,5,5,8
A-1176867,2,2021-07-08 19:19:19,2021-07-08 21:04:19,45.556077,-122.678525,45.556544,-122.678513,0.032,A crash has the left lane closed NB at Ainsworth. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-07-08 18:53:00,77.0,77.0,40.0,29.95,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-08,2021,7,3,19
A-1176868,2,2021-03-19 10:04:00,2021-03-19 10:35:00,45.55360200000001,-122.678556,45.569916,-122.678552,1.127,Slow traffic on Pacific Highway 1 N - I-5 N from I-405/US-30/Exit 302 (I-5) to Portland Blvd/Exit 304 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-03-19 09:53:00,51.0,51.0,54.0,30.01,10.0,S,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-19,2021,3,4,10
A-1177336,2,2021-11-20 14:47:38,2021-11-20 16:47:38,45.445049,-122.736627,45.445257,-122.735544,0.054,A stall has the NB right lane closed at Barbur Blvd. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-11-20 14:53:00,52.0,52.0,59.0,30.48,10.0,W,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-20,2021,11,5,14
A-1177337,2,2021-06-14 09:06:58,2021-06-14 10:51:58,45.441523,-122.741607,45.445253,-122.735527,0.392,Incident on I-5 NB near MP 294 Road closed. Take alternate route.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-06-14 08:53:00,63.0,63.0,90.0,29.97,10.0,SSE,5.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-14,2021,6,0,9
A-1177390,2,2021-09-12 20:24:54,2021-09-12 22:09:54,45.500701,-122.671638,45.501427,-122.662214,0.4589999999999999,A crash has the right lane closed EB at the west end of the Ross Island Bridge. Use caution.,3043.0, S Moody Ave,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-09-12 20:53:00,65.0,65.0,50.0,30.11,10.0,NW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-09-12,2021,9,6,20
A-1177391,2,2021-08-04 17:50:55,2021-08-04 19:35:55,45.50051,-122.674337,45.50142,-122.662207,0.591,An unconfirmed report of a crash has been received. Use caution.,,Mount Hood Hwy,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-08-04 17:53:00,94.0,94.0,28.0,29.82,10.0,NNW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-04,2021,8,2,17
A-1177957,2,2021-11-18 16:54:56,2021-11-18 19:39:56,45.525401,-122.661725,45.525378,-122.662061,0.016,A stall had the WB left lane closed at I-5. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-11-18 16:53:00,45.0,41.0,80.0,29.82,10.0,ESE,8.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-11-18,2021,11,3,16
A-1178239,2,2021-12-11 07:40:47,2021-12-11 15:40:47,45.514436,-122.701009,45.508416,-122.722859,1.137,Hazardous has the right lanes WB at Washignton Park closed. Use caution.,,Sunset Hwy W,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-12-11 07:53:00,48.0,40.0,77.0,29.65,9.0,SSW,24.0,0.07,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-12-11,2021,12,5,7
A-1178437,2,2021-09-14 13:46:11,2021-09-14 15:31:10,45.557643,-122.541379,45.557467,-122.539915,0.072,Incident on US-30-BYP EB near MP 12 Drive with caution.,4798.0, NE 118th Ave,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-09-14 13:53:00,75.0,75.0,34.0,30.01,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2021-09-14,2021,9,1,13
A-1178700,2,2021-03-01 12:13:30,2021-03-01 13:13:30,45.500043,-122.789882,45.47414000000001,-122.787669,1.793,Slow traffic on OR-217 S from US-26 (OR-217) to Allen Blvd/Exit 2B (OR-217) due to accident.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-03-01 11:53:00,53.0,53.0,61.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-01,2021,3,0,12
A-1178709,2,2021-11-04 11:12:00,2021-11-04 18:55:00,45.479912,-122.67867,45.511584,-122.667153,2.258,Slow traffic on Pacific Highway 1 N - I-5 N - Marquam Brg N from Terwilliger Blvd/Exit 297 (I-5) to Exit 300 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-11-04 10:53:00,61.0,61.0,67.0,29.71,10.0,SSW,13.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-04,2021,11,3,11
A-1178922,2,2021-03-21 09:24:00,2021-03-21 11:58:30,45.506474,-122.714385,45.515265,-122.693325,1.187,Slow traffic on Sunset Hwy E - US-26 E from Canyon Rd/Exit 72 (US-26) to I-405/Market St (US-26) due to accident.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-03-21 09:53:00,45.0,43.0,71.0,30.4,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-21,2021,3,6,9
A-1179096,2,2021-11-11 13:57:30,2021-11-11 19:26:15,45.533208,-122.687532,45.52630900000001,-122.686894,0.478,Stationary traffic on I-405 S from NW 16th Ave to Couch St exit [2A] due to accident.,1433.0, NW 16th Ave,L,Portland,Multnomah,OR,97209-2411,US,US/Pacific,KPDX,2021-11-11 13:53:00,53.0,53.0,89.0,30.15,2.0,ESE,13.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-11,2021,11,3,13
A-1179285,2,2021-08-07 16:12:30,2021-08-07 17:05:00,45.56595,-122.597617,45.563783,-122.59323,0.26,Stationary traffic on US-30 Byp E - US-30 Byp W from NE 60th Ave (US-30 Byp/NE Portland Hwy) to OR-213/NE 82nd Ave (US-30 Byp/NE Killingsworth St) due to accident.,6331.0, NE Portland Hwy,L,Portland,Multnomah,OR,97218-2925,US,US/Pacific,KPDX,2021-08-07 15:53:00,79.0,79.0,54.0,29.89,10.0,N,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-07,2021,8,5,16
A-1179374,2,2021-05-21 13:04:24,2021-05-21 21:04:24,45.579232,-122.661323,45.580706,-122.661273,0.102,A fire in the area has the right lane closed NB at Lombard. Use caution.,7818.0, NE Martin Luther King Jr Blvd,L,Portland,Multnomah,OR,97211-1452,US,US/Pacific,KPDX,2021-05-21 12:53:00,55.0,55.0,62.0,30.18,10.0,W,6.0,0.0,Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-21,2021,5,4,13
A-1179739,2,2021-08-10 05:30:16,2021-08-10 13:30:16,45.546345,-122.578779,45.55243,-122.57865,0.42,The highway is closed from Sandy Boulevard to Klickitat Street. Use an alternate route.,3198.0, NE 82nd Ave,R,Portland,Multnomah,OR,97220-5284,US,US/Pacific,KPDX,2021-08-10 05:53:00,67.0,67.0,63.0,30.03,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,2021-08-10,2021,8,1,5
A-1180299,2,2021-09-15 12:09:30,2021-09-15 19:25:30,45.609546,-122.680126,45.617126,-122.675648,0.5670000000000001,Slow traffic on Pacific Highway 1 N - I-5 N from Marine Dr/Exit 307 (I-5) to Interstate Bridge (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-09-15 11:53:00,66.0,66.0,38.0,30.08,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-15,2021,9,2,12
A-1180300,2,2021-03-06 09:59:00,2021-03-06 17:44:30,45.566832,-122.678512,45.61875300000001,-122.674684,3.592,Stationary traffic on Pacific Highway 1 N - I-5 N from Alberta St/Exit 303 (I-5) to Interstate Bridge (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-03-06 09:53:00,47.0,44.0,71.0,30.07,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-06,2021,3,5,9
A-1180301,2,2021-03-04 11:19:00,2021-03-04 19:19:30,45.577279,-122.678539,45.588518,-122.681076,0.7859999999999999,Slow traffic on Pacific Highway 1 N - I-5 N from US-30 Byp/Lombard St/Exit 305 (I-5) to Victory Blvd/Exit 306 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-03-04 10:53:00,,,,29.99,10.0,,,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-04,2021,3,3,11
A-1180791,2,2021-10-22 16:38:13,2021-10-22 18:23:13,45.39876,-122.618656,45.399173,-122.618974,0.032,Incident on OR-99E NB near MP 9 Road closed. Take alternate route.,,SE Roethe Rd,R,Portland,Clackamas,OR,97267,US,US/Pacific,KPDX,2021-10-22 16:53:00,57.0,57.0,77.0,29.81,10.0,SSW,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-10-22,2021,10,4,16
A-1180849,2,2021-10-24 15:01:00,2021-10-24 17:01:00,45.527615,-122.605324,45.527376,-122.607421,0.103,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution. Ramps Affected.,,I-84 W,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-10-24 14:53:00,58.0,58.0,65.0,29.13,10.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-24,2021,10,6,15
A-1180916,2,2021-12-07 08:07:52,2021-12-07 09:07:52,45.469547,-122.680453,45.492597,-122.673703,1.626,Left lane closed due to crash use caution.,,I-5 N,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-12-07 07:53:00,44.0,40.0,89.0,30.03,7.0,ESE,8.0,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-07,2021,12,1,8
A-1181217,2,2021-11-15 17:32:30,2021-11-15 20:28:55,45.496601,-122.622637,45.49733300000001,-122.621876,0.063,Slow traffic on US-26 E from SE Lafayette Ct to SE 37th Ave due to accident.,3572.0, SE Cesar E Chavez Blvd,L,Portland,Multnomah,OR,97202-1765,US,US/Pacific,KPDX,2021-11-15 17:53:00,49.0,44.0,69.0,30.07,10.0,W,12.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-11-15,2021,11,0,17
A-1181304,2,2021-10-23 12:35:37,2021-10-23 20:35:37,45.470041,-122.683135,45.466621,-122.693605,0.56,High water is causing no to minimum delays. Use caution. Ramps Affected.,,I-5 S,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-10-23 12:53:00,54.0,54.0,86.0,29.7,10.0,SE,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-23,2021,10,5,12
A-1181305,2,2021-10-20 06:07:18,2021-10-20 14:07:18,45.466629,-122.693606,45.463319,-122.699676,0.373,A stall has the SB right lane closed at Terwilliger. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-10-20 05:53:00,56.0,56.0,77.0,29.71,10.0,S,10.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-10-20,2021,10,2,6
A-1181527,2,2021-06-29 08:39:00,2021-06-29 10:57:12,45.533564,-122.687722,45.52630900000001,-122.686894,0.503,Slow traffic on I-405 S from US-30 E to Couch St exit [2A] due to accident.,1706.0, NW Quimby St,L,Portland,Multnomah,OR,97209-2511,US,US/Pacific,KPDX,2021-06-29 08:53:00,71.0,71.0,66.0,29.78,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2021-06-29,2021,6,1,8
A-1181845,2,2021-12-11 06:35:50,2021-12-11 14:35:50,45.556104,-122.678708,45.5555,-122.678709,0.042,An unconfirmed report of hazardous tree or vegetation has been received. Use caution. Ramps Affected.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-12-11 06:53:00,45.0,38.0,90.0,29.66,7.0,SSE,17.0,0.11,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-11,2021,12,5,6
A-1181846,2,2021-11-23 15:41:15,2021-11-23 17:41:15,45.555506,-122.678693,45.553256,-122.678743,0.155,A stall has the SB left lane closed at Skidmore. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-11-23 15:53:00,50.0,50.0,66.0,30.2,10.0,WNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-23,2021,11,1,15
A-1181903,2,2021-08-08 09:51:33,2021-08-08 11:51:33,45.501927,-122.673586,45.505517,-122.677076,0.3,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-405 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-08-08 09:53:00,67.0,67.0,52.0,30.04,10.0,NNW,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-08,2021,8,6,9
A-1182442,2,2021-11-04 16:12:30,2021-11-04 16:36:00,45.463663,-122.700248,45.464963,-122.700246,0.09,Stationary traffic from SW Spring Garden St (SW 22nd Ave) to SW Multnomah Blvd (SW 22nd Ave) due to accident.,8480.0, SW 22nd Ave,L,Portland,Multnomah,OR,97219-2856,US,US/Pacific,KPDX,2021-11-04 15:53:00,56.0,56.0,77.0,29.96,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-04,2021,11,3,16
A-1182458,2,2021-09-22 11:50:50,2021-09-22 13:35:50,45.426374,-122.75188500000002,45.423884,-122.748725,0.23,Incident on OR-217 SB near MP 6 Left lane blocked.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-09-22 11:53:00,63.0,63.0,72.0,29.97,10.0,W,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-22,2021,9,2,11
A-1182545,2,2021-12-06 09:47:17,2021-12-06 12:32:17,45.531173,-122.686847,45.535453,-122.685947,0.299,Incident on I-405 NB near MP 2 Drive with caution.,,Fremont Bridge,R,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2021-12-06 09:53:00,41.0,34.0,89.0,30.08,1.0,ESE,12.0,0.04,Light Rain,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-06,2021,12,0,9
A-1182732,2,2021-11-17 04:25:54.000000000,2021-11-17 12:25:54.000000000,45.515398,-122.565304,45.531284,-122.564807,1.098,Police activity has the left lanes closed NB at Stark Street. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97216,US,US/Pacific,KPDX,2021-11-17 04:25:00,38.0,33.0,93.0,30.34,1.0,W,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-11-17,2021,11,2,4
A-1182777,2,2021-05-02 15:04:59.000000000,2021-05-02 23:49:59.000000000,45.577279,-122.678539,45.589537,-122.681535,0.8590000000000001,Incident on I-5 NB near MP 305 Right lane blocked. Expect delays.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-05-02 14:53:00,63.0,63.0,40.0,30.16,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-02,2021,5,6,15
A-1182940,2,2021-06-30 15:23:32.000000000,2021-06-30 18:14:30.000000000,45.426071,-122.744249,45.40676,-122.744168,1.334,Slow traffic on Pacific Highway 1 S - I-5 S from Haines St/Exit 293 (I-5) to Carman Dr/Exit 291 (I-5) due to accident.,,I-5 S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-06-30 14:53:00,73.0,73.0,59.0,29.69,10.0,S,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-30,2021,6,2,15
A-1182970,2,2021-12-08 14:48:00.000000000,2021-12-08 19:06:00.000000000,45.514466,-122.565317,45.59718400000001,-122.550071,5.763,Slow traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Division St/Exit 19 (I-205) to WA-14/Exit 27 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97216,US,US/Pacific,KPDX,2021-12-08 14:53:00,45.0,41.0,71.0,30.03,10.0,N,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-08,2021,12,2,14
A-1183282,2,2021-08-08 04:37:59.000000000,2021-08-08 12:15:00.000000000,45.509351,-122.685023,45.506701,-122.682793,0.213,The Broadway on-ramp to I-405 SB is closed for Bridge Pedal use an alternate route. Ramps Affected.,1998.0, SW Broadway,L,Portland,Multnomah,OR,97201-6709,US,US/Pacific,KPDX,2021-08-08 04:53:00,62.0,62.0,65.0,30.01,10.0,W,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,2021-08-08,2021,8,6,4
A-1183372,2,2021-09-20 13:48:30.000000000,2021-09-20 16:53:30.000000000,45.511262,-122.705917,45.515021,-122.689395,0.841,Slow traffic on Sunset Hwy E - US-26 E from Jefferson St exit [73] to US-26 W due to accident.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-09-20 13:53:00,66.0,66.0,60.0,30.31,10.0,WNW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-20,2021,9,0,13
A-1183734,2,2021-09-28 14:22:00.000000000,2021-09-28 17:07:00.000000000,45.547009,-122.542698,45.544267,-122.524658,0.893,A vehicle fire has the EB right lane closed near 122nd Ave. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-09-28 13:53:00,59.0,59.0,81.0,30.09,10.0,SSW,10.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-28,2021,9,1,14
A-1183735,2,2021-07-02 19:55:49.000000000,2021-07-02 20:55:49.000000000,45.546824,-122.540613,45.544267,-122.524658,0.792,A crash has occurred causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-07-02 19:53:00,81.0,81.0,49.0,29.91,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-02,2021,7,4,19
A-1183736,2,2021-03-07 17:39:53.000000000,2021-03-07 19:24:53.000000000,45.546397,-122.537297,45.543681,-122.519531,0.88,Incident on I-84 EB near MP 10 Right lane blocked. Expect delays.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-03-07 17:53:00,44.0,,76.0,30.16,10.0,,,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-07,2021,3,6,17
A-1184023,2,2021-12-22 19:25:52.000000000,2021-12-22 21:10:52.000000000,45.544016,-122.675496,45.507399,-122.670105,2.543,Incident on I-5 SB near MP 303 Right lane blocked. Expect delays.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-12-22 19:53:00,47.0,41.0,80.0,29.54,10.0,ESE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-22,2021,12,2,19
A-1184303,2,2021-03-17 23:33:00.000000000,2021-03-18 01:18:30.000000000,45.574647,-122.545934,45.597177,-122.550054,1.569,Stationary traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Airport Way/Exit 24 (I-205) to WA-14/Exit 27 (I-205) due to accident.,,Glenn L Jackson Memorial Bridge,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-03-17 23:53:00,43.0,43.0,74.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-03-17,2021,3,2,23
A-1184455,2,2021-11-10 16:01:30.000000000,2021-11-10 17:32:30.000000000,45.518789,-122.666462,45.538896,-122.669967,1.4,Slow traffic on Pacific Highway 1 N - I-5 N - US-30 W from Exit 300 (I-5) to N Broadway St/Exit 302 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-11-10 15:53:00,54.0,54.0,66.0,30.22,10.0,ESE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-10,2021,11,2,16
A-1184709,2,2021-12-11 10:25:22.000000000,2021-12-11 18:25:22.000000000,45.531579,-122.596772,45.533723,-122.592637,0.249,High water is causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-12-11 10:53:00,49.0,41.0,77.0,29.64,7.0,SSW,24.0,0.07,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-11,2021,12,5,10
A-1184710,2,2021-11-20 18:10:50.000000000,2021-11-20 19:55:50.000000000,45.531579,-122.596772,45.535563,-122.587162,0.54,Incident on I-84 EB near MP 4 Right lane blocked. Expect delays.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-11-20 17:53:00,45.0,45.0,76.0,30.48,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-11-20,2021,11,5,18
A-1184711,2,2021-06-24 17:34:20.000000000,2021-06-24 19:19:20.000000000,45.531581,-122.596768,45.533281,-122.578788,0.878,Incident on I-84 EB near MP 4 Drive with caution.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-06-24 17:53:00,88.0,88.0,35.0,29.94,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-24,2021,6,3,17
A-1184720,2,2021-08-06 12:47:00.000000000,2021-08-06 13:59:08.000000000,45.517628,-122.666884,45.52866,-122.665174,0.767,Slow traffic on Pacific Highway 1 N - I-5 N from Exit 300 (I-5) to I-84/US-30/Exit 301 (I-5) due to accident.,,Morrison Bridge,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-08-06 12:53:00,75.0,75.0,62.0,30.08,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-06,2021,8,4,12
A-1184807,2,2021-12-06 19:22:15,2021-12-06 21:22:15,45.54143,-122.678672,45.54839000000001,-122.678622,0.481,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use. caution. Ramps Affected.,,Fremont Bridge,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-12-06 18:53:00,48.0,45.0,89.0,29.96,2.0,ESE,7.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-06,2021,12,0,19
A-1184965,2,2021-09-11 13:32:00,2021-09-11 15:23:30,45.541086,-122.679192,45.526468,-122.686899,1.077,Stationary traffic on Fremont Brg - US-30 W - I-405 S from I-5 (Portland) (North) (I-405) to Couch St/Exit 2 (I-405) due to accident.,,Fremont Bridge,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-09-11 13:53:00,74.0,74.0,29.0,30.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-11,2021,9,5,13
A-1185203,2,2021-06-30 17:28:00,2021-06-30 19:55:41,45.580243,-122.658221,45.580705,-122.661405,0.157,Slow traffic on OR-99E from NE 10th Ave to NE Lombard St due to accident.,668.0, NE Columbia Blvd,R,Portland,Multnomah,OR,97211-1404,US,US/Pacific,KPDX,2021-06-30 17:53:00,77.0,77.0,50.0,29.88,10.0,W,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-30,2021,6,2,17
