Distance(mi),cluster_location,Crossing,Junction,Traffic_Calming,Visibility(mi),Sunrise_Sunset,Weather_Condition,Month,Day_of_Week,Hour,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Wind_Speed(mph),Precipitation(in)
0.815,5,0,0,0,1.6094379124341003,1,Rain,11,4,12,2,62.0,62.0,86.0,30.15,6.0,0.09
0.654,5,0,0,0,2.302585092994046,1,Cloudy,10,4,14,2,62.0,62.0,50.0,30.0,3.0,0.0
0.271,0,1,0,0,2.302585092994046,1,Cloudy,8,1,13,2,65.0,65.0,43.0,29.99,3.0,0.0
0.05,5,1,0,0,2.302585092994046,0,Cloudy,12,0,16,2,30.0,30.0,72.0,29.85,3.0,0.0
0.025,6,0,0,0,2.302585092994046,0,Fair,8,6,2,2,62.0,62.0,67.0,29.97,9.0,0.0
0.248,2,0,0,0,2.302585092994046,1,Fair,3,0,13,2,55.0,55.0,59.0,29.86,0.0,0.0
0.8370000000000001,1,0,1,0,2.302585092994046,0,Rain,12,4,19,2,40.0,32.0,83.0,29.43,14.0,0.03
2.193,4,0,0,0,1.6094379124341003,1,Rain,5,1,15,2,58.0,58.0,78.0,30.12,3.0,0.0
0.467,5,0,0,0,2.302585092994046,1,Cloudy,12,6,14,2,37.0,27.0,73.0,29.52,17.0,0.0
0.135,5,0,0,0,2.302585092994046,0,Cloudy,11,1,20,2,56.0,56.0,80.0,30.3,5.0,0.0
0.787,6,0,0,0,2.302585092994046,0,Rain,11,4,4,2,62.0,62.0,86.0,30.13,14.0,0.05
1.207,6,0,0,0,0.6931471805599453,0,Snow,12,5,23,2,34.0,30.0,89.0,29.97,5.0,0.09
1.619,1,0,0,0,2.302585092994046,1,Cloudy,9,2,14,2,71.0,71.0,34.0,30.06,12.0,0.0
2.128,6,0,0,0,2.302585092994046,0,Cloudy,12,4,18,2,42.0,36.0,70.0,30.27,10.0,0.0
0.006,7,0,0,0,1.6094379124341003,1,Rain,12,5,15,2,50.0,50.0,86.0,30.11,10.0,0.02
0.778,6,0,1,0,2.302585092994046,0,Cloudy,12,3,16,2,43.0,39.0,76.0,30.01,6.0,0.0
0.332,6,0,1,0,2.302585092994046,1,Cloudy,12,3,9,2,51.0,51.0,77.0,30.26,5.0,0.0
0.133,6,0,0,0,2.302585092994046,1,Cloudy,11,4,14,2,53.0,53.0,83.0,30.21,5.0,0.0
0.999,0,0,0,0,2.302585092994046,0,Cloudy,10,6,20,2,57.0,57.0,53.0,29.22,15.0,0.0
2.541,0,0,0,0,2.302585092994046,1,Cloudy,9,5,13,2,61.0,61.0,81.0,29.76,9.0,0.0
0.8220000000000001,0,0,0,0,2.302585092994046,1,Rain,3,6,11,2,49.0,45.0,66.0,29.92,8.0,0.0
0.018,9,0,0,0,2.302585092994046,1,Cloudy,11,1,16,2,50.0,50.0,66.0,30.2,9.0,0.0
1.193,1,0,1,0,2.302585092994046,1,Fair,10,5,10,2,56.0,56.0,77.0,30.06,5.0,0.0
1.455,1,0,1,0,2.302585092994046,1,Cloudy,8,5,15,2,67.0,67.0,57.0,29.85,0.0,0.0
1.12,1,0,1,0,2.302585092994046,1,Fair,7,5,15,2,90.0,90.0,30.0,30.0,13.0,0.0
0.55,5,0,0,0,2.302585092994046,1,Fair,6,2,18,2,79.0,79.0,29.0,30.13,12.0,0.0
0.8540000000000001,9,0,1,0,2.302585092994046,0,Fair,9,3,5,2,51.0,51.0,71.0,29.99,0.0,0.0
0.534,6,0,0,0,2.302585092994046,1,Cloudy,12,3,11,2,42.0,42.0,89.0,30.02,0.0,0.0
1.929,1,0,0,0,2.302585092994046,1,Cloudy,10,2,14,2,58.0,58.0,70.0,30.28,6.0,0.0
0.231,1,0,0,0,2.302585092994046,1,Cloudy,10,4,11,2,53.0,53.0,89.0,29.8,0.0,0.01
0.6990000000000001,9,0,0,0,2.302585092994046,1,Cloudy,11,2,15,2,50.0,50.0,41.0,30.07,16.0,0.0
1.844,6,0,1,0,2.302585092994046,0,Cloudy,12,4,18,2,42.0,36.0,70.0,30.27,10.0,0.0
0.151,9,0,0,0,2.302585092994046,1,Cloudy,6,2,17,2,78.0,78.0,50.0,29.88,10.0,0.0
0.061,0,0,0,1,2.302585092994046,1,Fair,8,5,11,2,68.0,68.0,55.0,29.85,5.0,0.0
0.654,5,0,0,0,2.302585092994046,0,Cloudy,3,5,18,2,50.0,50.0,54.0,29.98,7.0,0.0
0.802,5,0,0,0,2.302585092994046,0,Cloudy,9,2,1,2,76.0,76.0,42.0,29.96,5.0,0.0
0.5429999999999999,6,0,0,0,2.302585092994046,0,Cloudy,10,0,20,2,53.0,53.0,80.0,29.72,7.0,0.0
2.117,1,0,0,0,2.302585092994046,1,Fair,6,4,11,2,68.0,68.0,40.0,30.09,6.0,0.0
2.104,1,0,0,0,2.302585092994046,1,Fair,9,1,7,2,54.0,54.0,77.0,30.08,0.0,0.0
1.257,8,0,0,0,2.302585092994046,0,Cloudy,12,6,21,2,31.0,31.0,92.0,29.57,3.0,0.0
0.217,0,0,0,0,2.302585092994046,1,Fair,6,5,18,2,101.0,101.0,31.0,29.8,8.0,0.0
0.362,6,0,0,0,2.302585092994046,1,Rain,9,1,11,2,56.0,56.0,84.0,30.09,12.0,0.02
0.877,6,0,0,0,2.302585092994046,0,Cloudy,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0
0.772,1,0,0,0,2.302585092994046,1,Cloudy,12,3,10,2,46.0,41.0,71.0,29.58,9.0,0.0
0.8009999999999999,1,0,0,0,2.302585092994046,1,Rain,12,6,15,2,46.0,42.0,71.0,29.65,7.0,0.0
0.092,4,0,1,0,1.791759469228055,0,Rain,11,4,19,2,57.0,57.0,100.0,30.03,0.0,0.0
0.092,4,0,1,0,2.302585092994046,0,Fair,2,6,19,2,46.0,46.0,79.0,29.96,0.0,0.0
1.198,5,0,0,0,2.302585092994046,1,Cloudy,11,1,17,2,50.0,50.0,77.0,30.13,22.0,0.01
0.154,9,0,0,0,2.302585092994046,1,Fair,9,2,8,2,68.0,68.0,63.0,30.02,5.0,0.0
0.336,9,0,0,0,2.302585092994046,1,Fair,9,5,14,2,78.0,78.0,40.0,29.84,3.0,0.0
0.551,9,0,1,0,2.302585092994046,1,Fair,6,0,13,2,90.0,90.0,27.0,29.77,0.0,0.0
0.0279999999999999,5,1,0,0,1.9459101490553132,1,Rain,12,5,13,2,49.0,42.0,80.0,29.61,21.0,0.04
0.064,0,0,0,0,2.302585092994046,1,Cloudy,8,3,16,4,76.0,76.0,50.0,30.03,5.0,0.0
0.893,5,0,0,0,2.302585092994046,0,Cloudy,10,1,6,2,52.0,52.0,83.0,29.79,9.0,0.0
0.7120000000000001,5,0,0,0,2.302585092994046,1,Fair,4,3,19,2,60.0,60.0,51.0,29.91,8.0,0.0
0.797,4,0,0,0,2.302585092994046,1,Cloudy,11,2,9,2,48.0,48.0,83.0,30.31,0.0,0.0
0.905,5,0,0,0,2.302585092994046,1,Cloudy,3,1,16,2,53.0,53.0,45.0,29.91,0.0,0.0
1.137,6,0,0,0,2.302585092994046,0,Fair,12,2,22,2,46.0,42.0,79.0,29.52,8.0,0.0
0.133,8,0,0,0,2.302585092994046,1,Fair,10,4,11,2,58.0,58.0,72.0,30.19,5.0,0.0
3.138,3,0,0,0,2.302585092994046,1,Fair,5,6,15,2,67.0,67.0,42.0,30.17,0.0,0.0
1.88,3,0,0,0,2.302585092994046,1,Cloudy,4,2,15,2,51.0,51.0,59.0,30.11,16.0,0.0
0.151,0,0,0,0,2.302585092994046,1,Fair,4,4,8,2,51.0,51.0,71.0,30.15,0.0,0.0
0.478,7,1,0,0,2.302585092994046,1,Fair,6,6,12,2,82.0,82.0,45.0,29.88,10.0,0.0
2.087,6,0,0,0,1.791759469228055,1,Fog,6,2,12,2,74.0,74.0,57.0,29.89,5.0,0.0
0.888,4,0,0,0,2.302585092994046,1,Fair,8,2,17,2,101.0,101.0,25.0,29.63,9.0,0.0
1.054,6,0,1,0,2.302585092994046,1,Fair,6,4,14,2,74.0,74.0,33.0,30.03,10.0,0.0
0.58,6,0,0,0,2.302585092994046,1,Fair,6,6,14,2,86.0,86.0,40.0,29.85,9.0,0.0
0.805,1,0,1,0,2.302585092994046,1,Cloudy,6,5,17,2,76.0,76.0,42.0,29.77,8.0,0.0
0.239,1,1,0,0,2.302585092994046,1,Cloudy,8,3,9,2,71.0,71.0,61.0,29.94,10.0,0.0
1.709,6,0,0,0,2.302585092994046,1,Fair,7,2,17,2,74.0,74.0,35.0,30.1,6.0,0.0
0.6779999999999999,6,0,0,0,2.302585092994046,1,Fair,6,2,12,2,71.0,71.0,53.0,29.93,6.0,0.0
0.601,0,0,0,0,2.302585092994046,0,Cloudy,10,1,18,2,56.0,56.0,72.0,29.63,3.0,0.0
1.967,5,0,0,0,2.302585092994046,1,Fair,10,3,18,2,56.0,56.0,57.0,30.0,8.0,0.0
0.031,9,1,0,0,2.302585092994046,1,Cloudy,11,3,16,2,54.0,54.0,55.0,30.22,6.0,0.0
1.55,6,0,0,0,2.302585092994046,1,Cloudy,9,2,7,2,59.0,59.0,83.0,30.11,6.0,0.0
2.142,1,0,0,0,2.302585092994046,1,Cloudy,9,4,17,2,77.0,77.0,36.0,29.72,9.0,0.0
0.66,4,0,0,0,2.302585092994046,1,Cloudy,11,1,13,2,50.0,50.0,59.0,30.38,3.0,0.0
7.099,6,0,0,0,2.302585092994046,1,Cloudy,8,0,7,2,58.0,58.0,67.0,30.01,0.0,0.0
2.388,5,0,0,0,2.302585092994046,1,Fair,10,1,11,2,57.0,57.0,55.0,29.79,20.0,0.0
0.151,3,0,0,0,1.791759469228055,1,Rain,9,5,10,2,59.0,59.0,87.0,29.73,3.0,0.08
0.305,3,0,0,0,2.302585092994046,1,Fair,3,2,17,2,67.0,67.0,31.0,30.03,16.0,0.0
1.513,6,0,0,0,2.302585092994046,1,Fair,8,3,13,2,74.0,74.0,50.0,30.06,6.0,0.0
1.14,6,0,0,0,2.302585092994046,1,Fair,4,0,13,2,57.0,57.0,36.0,30.21,14.0,0.0
0.016,2,1,0,0,2.302585092994046,0,Fair,11,2,18,2,49.0,45.0,44.0,29.85,8.0,0.0
1.455,1,0,1,0,1.791759469228055,1,Rain,10,3,11,2,53.0,53.0,83.0,30.23,5.0,0.03
0.356,4,0,1,0,2.302585092994046,1,Cloudy,11,4,8,2,48.0,42.0,86.0,29.9,14.0,0.0
0.41,0,0,0,0,2.302585092994046,1,Fair,6,6,16,2,110.0,110.0,16.0,29.69,15.0,0.0
0.091,1,1,0,0,2.302585092994046,1,Fair,7,4,14,2,83.0,83.0,20.0,30.17,13.0,0.0
1.187,6,0,0,0,2.302585092994046,0,Cloudy,11,4,17,2,60.0,60.0,86.0,30.21,3.0,0.0
0.331,2,0,1,0,2.1972245773362196,0,Cloudy,12,1,17,2,40.0,40.0,93.0,29.82,3.0,0.0
0.728,3,0,0,0,2.302585092994046,0,Fair,9,1,6,2,54.0,54.0,80.0,30.0,0.0,0.0
0.05,6,1,0,0,2.302585092994046,1,Cloudy,10,1,11,4,57.0,57.0,69.0,29.77,13.0,0.0
0.025,7,0,0,0,2.302585092994046,0,Cloudy,11,5,18,2,45.0,42.0,80.0,30.03,6.0,0.08
0.998,6,0,0,0,2.302585092994046,1,Rain,11,1,15,2,53.0,53.0,71.0,30.16,6.0,0.0
1.455,1,0,1,0,1.791759469228055,1,Rain,10,1,13,2,55.0,55.0,86.0,29.8,16.0,0.01
0.508,4,0,0,0,2.302585092994046,0,Cloudy,12,4,16,2,32.0,26.0,82.0,29.86,7.0,0.0
0.257,4,0,0,0,2.302585092994046,1,Cloudy,4,2,15,2,53.0,53.0,61.0,29.9,13.0,0.0
3.697,0,0,0,0,2.302585092994046,1,Fair,12,1,13,2,44.0,39.0,68.0,29.84,9.0,0.0
1.283,0,0,0,0,1.9459101490553132,1,Rain,11,0,11,2,59.0,59.0,75.0,29.7,18.0,0.04
2.543,0,0,0,0,2.302585092994046,1,Fair,8,2,9,2,71.0,71.0,63.0,29.97,6.0,0.0
2.241,6,0,0,0,2.302585092994046,1,Cloudy,12,5,15,2,49.0,45.0,80.0,29.6,10.0,0.0
0.406,4,0,0,0,1.6094379124341003,0,Cloudy,10,4,4,2,50.0,50.0,100.0,29.99,0.0,0.0
0.906,4,0,0,0,2.302585092994046,0,Rain,12,3,18,2,44.0,44.0,85.0,30.08,0.0,0.0
1.758,9,0,0,0,2.302585092994046,1,Cloudy,8,4,11,2,64.0,64.0,65.0,29.99,0.0,0.0
0.446,2,0,1,0,2.302585092994046,0,Fair,7,6,3,2,65.0,65.0,70.0,30.03,5.0,0.0
1.94,4,0,0,0,2.302585092994046,0,Cloudy,12,2,7,2,49.0,49.0,93.0,30.24,3.0,0.0
0.123,3,0,0,0,2.302585092994046,0,Fair,8,0,0,2,84.0,84.0,37.0,29.91,9.0,0.0
0.025,4,1,0,0,2.302585092994046,1,Cloudy,7,1,10,2,66.0,66.0,63.0,29.96,8.0,0.0
1.077,1,0,0,0,2.302585092994046,1,Fair,9,2,16,2,79.0,79.0,28.0,29.89,13.0,0.0
0.999,1,0,0,0,2.302585092994046,1,Cloudy,11,5,12,2,52.0,52.0,86.0,30.21,5.0,0.0
0.2189999999999999,6,0,0,0,2.302585092994046,0,Cloudy,9,6,20,2,65.0,65.0,50.0,30.11,13.0,0.0
0.2789999999999999,4,1,0,0,2.302585092994046,1,Fair,8,2,12,2,86.0,86.0,37.0,29.93,5.0,0.0
0.284,4,0,0,0,2.302585092994046,1,Fair,4,1,15,2,61.0,61.0,34.0,30.04,7.0,0.0
3.195,1,0,1,0,1.6094379124341003,0,Rain,12,5,18,2,51.0,51.0,86.0,30.15,16.0,0.0
0.122,6,0,0,0,2.302585092994046,1,Fair,6,2,14,2,77.0,77.0,25.0,30.17,15.0,0.0
0.362,6,0,0,0,2.302585092994046,1,Cloudy,9,4,12,2,72.0,72.0,28.0,29.79,13.0,0.0
0.792,5,0,0,0,2.302585092994046,1,Fair,6,2,14,2,77.0,77.0,25.0,30.17,15.0,0.0
0.073,6,0,0,0,2.302585092994046,0,Fair,12,2,17,2,30.0,22.0,64.0,29.96,8.0,0.0
0.907,1,0,0,0,2.302585092994046,1,Fair,7,2,17,2,75.0,75.0,50.0,29.99,3.0,0.0
0.833,5,0,0,0,1.6094379124341003,0,Rain,11,3,20,2,43.0,34.0,86.0,29.81,23.0,0.02
0.223,0,0,0,0,2.302585092994046,0,Cloudy,11,0,17,2,49.0,44.0,69.0,30.07,12.0,0.0
0.875,4,0,0,0,2.302585092994046,1,Cloudy,9,4,14,2,73.0,73.0,34.0,29.56,9.0,0.0
1.24,1,0,1,0,2.302585092994046,1,Fair,4,4,10,2,47.0,47.0,59.0,30.23,0.0,0.0
2.397,9,0,0,0,2.302585092994046,1,Cloudy,11,2,13,2,55.0,55.0,59.0,30.25,6.0,0.0
0.292,1,0,0,0,2.302585092994046,1,Fair,10,4,10,2,56.0,56.0,75.0,30.21,7.0,0.0
0.185,1,0,0,0,2.302585092994046,1,Fair,10,4,11,2,56.0,56.0,64.0,30.03,0.0,0.0
3.745,4,0,0,0,2.302585092994046,1,Fair,12,4,10,2,38.0,38.0,86.0,30.04,0.0,0.0
0.532,1,0,0,0,2.302585092994046,1,Fair,11,1,13,2,51.0,51.0,68.0,30.16,13.0,0.0
0.415,0,0,0,0,0.6931471805599453,0,Cloudy,12,0,16,2,46.0,43.0,93.0,29.97,7.0,0.0
0.159,0,0,0,0,2.302585092994046,1,Cloudy,3,2,15,2,69.0,69.0,29.0,30.09,3.0,0.0
0.13,4,0,0,0,2.1972245773362196,0,Wintry Mix,12,3,7,2,35.0,31.0,89.0,29.65,5.0,0.05
0.519,1,0,0,0,2.302585092994046,0,Cloudy,12,3,23,4,40.0,40.0,86.0,30.21,0.0,0.0
0.124,1,0,0,0,2.302585092994046,1,Cloudy,6,1,15,2,82.0,82.0,45.0,29.79,9.0,0.0
0.071,1,1,0,0,2.302585092994046,0,Fair,3,4,18,2,53.0,53.0,47.0,30.22,3.0,0.0
0.755,2,0,1,0,2.0794415416798357,0,Rain,12,1,17,2,41.0,41.0,93.0,29.78,3.0,0.01
5.805,2,0,0,0,2.302585092994046,1,Fair,7,4,12,2,85.0,85.0,40.0,29.76,5.0,0.0
0.305,2,0,0,0,2.302585092994046,0,Fair,7,2,21,2,83.0,83.0,36.0,29.8,5.0,0.0
0.999,1,0,0,0,2.302585092994046,0,Rain,12,0,16,2,43.0,36.0,80.0,29.46,14.0,0.01
0.466,1,0,0,0,2.302585092994046,1,Fair,11,1,13,2,52.0,52.0,66.0,30.15,15.0,0.0
2.12,6,0,1,0,2.302585092994046,1,Fair,6,4,13,2,75.0,75.0,40.0,30.03,8.0,0.0
0.7120000000000001,6,0,0,0,1.791759469228055,0,Rain,11,3,5,2,51.0,51.0,89.0,30.17,10.0,0.26
2.39,2,0,1,0,2.302585092994046,1,Rain,9,1,13,2,59.0,59.0,75.0,30.1,13.0,0.0
0.368,6,0,0,0,2.302585092994046,1,Fair,6,6,19,2,85.0,85.0,44.0,29.78,8.0,0.0
4.819,0,0,0,0,2.302585092994046,1,Fair,9,4,10,2,69.0,69.0,57.0,29.99,7.0,0.0
0.574,9,0,0,0,2.302585092994046,1,Cloudy,11,0,10,2,39.0,39.0,86.0,30.19,3.0,0.0
0.31,1,1,0,0,2.302585092994046,1,Fair,6,4,8,2,63.0,63.0,58.0,30.09,9.0,0.0
0.705,6,0,0,0,2.302585092994046,1,Cloudy,6,1,18,2,81.0,81.0,49.0,29.77,5.0,0.0
0.56,6,0,1,0,2.302585092994046,1,Cloudy,12,5,10,2,50.0,50.0,68.0,29.99,17.0,0.0
0.128,6,0,0,0,2.302585092994046,1,Fair,4,4,6,2,46.0,46.0,79.0,30.15,0.0,0.0
0.147,4,0,0,0,2.302585092994046,1,Cloudy,8,0,14,4,68.0,68.0,39.0,29.96,5.0,0.0
0.5920000000000001,1,0,0,0,2.302585092994046,1,Fair,4,2,10,2,59.0,59.0,28.0,30.14,7.0,0.0
0.036,5,0,0,0,2.302585092994046,0,Fair,12,6,6,2,38.0,38.0,83.0,30.49,0.0,0.0
0.015,5,0,0,0,2.302585092994046,1,Cloudy,9,3,10,2,71.0,71.0,61.0,29.9,3.0,0.0
0.013,5,0,0,0,2.302585092994046,1,Fair,6,3,17,2,81.0,81.0,41.0,29.89,9.0,0.0
0.023,5,1,0,0,2.302585092994046,0,Cloudy,3,0,21,2,42.0,36.0,79.0,30.0,12.0,0.0
0.5429999999999999,4,0,0,0,2.302585092994046,1,Rain,6,6,15,2,61.0,61.0,50.0,29.88,3.0,0.0
0.006,0,0,0,0,2.0794415416798357,1,Rain,10,6,13,2,57.0,57.0,67.0,29.12,31.0,0.0
0.22,1,0,0,0,2.302585092994046,0,Fair,7,4,4,2,59.0,59.0,69.0,30.21,0.0,0.0
2.652,4,0,0,0,2.302585092994046,1,Cloudy,9,5,11,2,60.0,60.0,93.0,29.53,8.0,0.0
0.299,1,0,0,0,2.302585092994046,0,Rain,12,1,20,2,40.0,34.0,79.0,29.95,9.0,0.03
0.077,1,1,0,0,2.302585092994046,1,Cloudy,11,2,15,2,54.0,54.0,66.0,30.22,6.0,0.0
0.299,1,0,1,0,2.302585092994046,1,Fair,11,1,11,2,52.0,52.0,61.0,29.97,5.0,0.0
0.632,1,1,0,0,2.302585092994046,1,Fair,10,6,15,2,59.0,59.0,51.0,30.18,17.0,0.01
0.115,1,0,0,0,2.302585092994046,1,Fair,7,2,13,2,86.0,86.0,38.0,30.03,10.0,0.0
0.092,1,0,1,0,2.302585092994046,1,Rain,4,5,14,2,52.0,52.0,80.0,29.78,9.0,0.02
0.133,1,0,0,0,2.302585092994046,1,Fair,4,1,17,2,65.0,65.0,34.0,30.01,7.0,0.0
0.098,2,0,0,0,2.302585092994046,1,Rain,12,2,13,2,39.0,30.0,82.0,29.67,18.0,0.02
0.285,1,0,1,0,2.302585092994046,1,Fair,5,1,15,2,73.0,73.0,30.0,30.09,7.0,0.0
0.165,0,0,0,0,2.302585092994046,0,Cloudy,11,4,17,2,61.0,61.0,83.0,30.21,7.0,0.0
8.291,2,0,0,0,2.302585092994046,1,Cloudy,12,3,12,2,45.0,40.0,76.0,29.42,10.0,0.0
0.789,5,0,0,0,2.302585092994046,1,Fair,8,0,11,2,71.0,71.0,63.0,30.07,10.0,0.0
2.12,6,0,1,0,2.302585092994046,1,Cloudy,7,4,11,2,73.0,73.0,57.0,30.01,5.0,0.0
0.024,1,0,0,0,2.302585092994046,1,Fair,8,6,7,2,67.0,67.0,73.0,30.07,5.0,0.0
0.701,6,0,1,0,2.302585092994046,1,Cloudy,6,0,12,2,65.0,65.0,78.0,30.02,7.0,0.0
3.4730000000000003,1,0,0,0,2.302585092994046,1,Fair,7,1,12,2,71.0,71.0,53.0,30.14,8.0,0.0
0.7,0,0,0,0,2.302585092994046,1,Fair,11,1,12,2,50.0,50.0,59.0,30.39,0.0,0.0
2.481,5,0,0,0,1.3862943611198906,1,Rain,12,0,11,2,42.0,38.0,89.0,30.07,7.0,0.02
0.98,1,0,0,0,2.1972245773362196,1,Rain,10,1,13,2,58.0,58.0,84.0,29.93,9.0,0.03
0.037,2,0,0,0,2.302585092994046,1,Fair,4,5,16,2,68.0,68.0,42.0,29.88,3.0,0.0
0.295,1,0,0,0,2.302585092994046,0,Rain,9,1,20,2,57.0,57.0,77.0,30.11,5.0,0.0
0.693,1,0,0,0,2.302585092994046,0,Fair,8,5,3,2,63.0,63.0,78.0,30.02,5.0,0.0
2.04,6,0,0,0,2.302585092994046,1,Fair,7,4,9,2,66.0,66.0,65.0,30.09,7.0,0.0
1.164,6,0,0,0,2.302585092994046,1,Cloudy,7,2,10,2,64.0,64.0,70.0,30.07,6.0,0.0
0.265,4,0,1,0,2.302585092994046,1,Cloudy,11,5,10,2,45.0,45.0,90.0,30.29,0.0,0.0
0.999,1,0,0,0,0.6931471805599453,0,Cloudy,6,0,5,2,61.0,61.0,93.0,29.93,6.0,0.0
0.1689999999999999,8,0,0,0,2.302585092994046,0,Fair,10,5,20,2,53.0,53.0,30.0,29.98,14.0,0.0
0.108,2,0,0,0,2.302585092994046,1,Fair,5,4,17,2,68.0,68.0,40.0,29.97,8.0,0.0
3.579,2,0,0,0,2.302585092994046,1,Fair,7,0,14,2,86.0,86.0,27.0,29.85,8.0,0.0
2.901,2,0,0,0,2.302585092994046,1,Fair,8,2,15,2,95.0,95.0,30.0,29.65,6.0,0.0
0.126,1,0,0,0,2.302585092994046,1,Fair,9,5,15,2,76.0,76.0,31.0,30.1,9.0,0.0
0.043,0,0,0,0,2.302585092994046,1,Cloudy,4,3,8,2,47.0,43.0,66.0,30.28,8.0,0.0
1.601,4,0,0,0,2.302585092994046,1,Cloudy,12,3,13,2,52.0,52.0,57.0,30.29,6.0,0.0
0.64,4,0,0,0,2.302585092994046,0,Rain,11,0,17,2,45.0,43.0,86.0,29.87,5.0,0.01
0.5710000000000001,1,0,0,0,2.302585092994046,1,Cloudy,3,3,6,2,39.0,33.0,87.0,29.96,9.0,0.0
0.122,5,0,0,0,2.302585092994046,0,Cloudy,12,4,18,2,42.0,36.0,70.0,30.27,10.0,0.0
0.042,5,0,0,0,2.302585092994046,1,Cloudy,9,1,14,2,81.0,81.0,36.0,29.91,7.0,0.0
0.285,1,0,1,0,2.302585092994046,1,Cloudy,6,1,15,2,82.0,82.0,45.0,29.79,9.0,0.0
0.45,6,0,0,0,2.302585092994046,1,Cloudy,9,4,15,2,76.0,76.0,27.0,29.76,13.0,0.0
0.687,6,0,0,0,2.302585092994046,1,Fair,5,5,17,2,80.0,80.0,29.0,29.96,13.0,0.0
0.5670000000000001,9,0,0,0,2.302585092994046,1,Cloudy,10,6,9,2,53.0,53.0,86.0,29.68,5.0,0.0
1.57,9,0,1,0,2.302585092994046,1,Fair,7,5,12,2,74.0,74.0,50.0,30.13,9.0,0.0
2.306,9,0,0,0,2.302585092994046,1,Fair,6,6,12,2,99.0,99.0,34.0,29.74,8.0,0.0
0.4,9,0,0,0,2.302585092994046,0,Fair,4,0,22,2,61.0,61.0,31.0,30.13,0.0,0.0
0.908,9,0,1,0,2.302585092994046,1,Cloudy,3,1,11,2,45.0,42.0,68.0,30.48,6.0,0.0
0.368,5,0,0,0,2.302585092994046,1,Cloudy,8,3,14,2,83.0,83.0,41.0,29.95,3.0,0.0
0.3389999999999999,6,0,0,0,2.302585092994046,1,Cloudy,6,6,10,2,66.0,66.0,81.0,29.85,6.0,0.0
0.996,3,0,1,0,2.302585092994046,1,Fair,9,2,13,2,70.0,70.0,42.0,29.92,7.0,0.0
0.356,1,0,0,0,2.302585092994046,1,Rain,6,0,8,2,63.0,63.0,90.0,29.97,5.0,0.0
0.741,2,0,0,0,2.302585092994046,1,Cloudy,10,5,14,2,59.0,59.0,67.0,30.0,5.0,0.0
0.126,6,0,1,0,2.302585092994046,1,Fair,9,0,14,2,68.0,68.0,55.0,30.3,10.0,0.0
1.612,4,0,0,0,2.302585092994046,1,Cloudy,9,5,11,2,60.0,60.0,93.0,29.53,8.0,0.0
0.871,0,0,0,0,2.302585092994046,0,Cloudy,11,6,20,2,62.0,62.0,72.0,30.01,12.0,0.0
0.1989999999999999,0,0,0,0,2.302585092994046,1,Cloudy,10,1,17,2,54.0,54.0,59.0,30.01,0.0,0.0
1.342,6,0,0,0,1.0986122886681098,1,Rain,12,0,13,2,41.0,36.0,86.0,30.02,8.0,0.02
0.417,9,0,0,0,2.302585092994046,1,Fair,10,0,14,2,66.0,66.0,65.0,29.82,5.0,0.0
0.066,6,0,0,0,2.302585092994046,1,Rain,10,0,8,2,57.0,57.0,51.0,29.44,15.0,0.0
0.551,9,0,1,0,2.0794415416798357,0,Cloudy,11,4,19,4,51.0,51.0,92.0,30.2,0.0,0.0
2.329,6,0,1,0,2.302585092994046,1,Fair,6,2,13,2,77.0,77.0,42.0,29.91,5.0,0.0
2.303,5,0,0,0,2.302585092994046,0,Fair,9,1,6,2,55.0,55.0,80.0,30.09,0.0,0.0
0.012,3,0,0,0,2.302585092994046,1,Cloudy,8,5,20,2,75.0,75.0,60.0,29.83,5.0,0.0
1.6130000000000002,1,0,0,0,2.302585092994046,1,Cloudy,12,4,14,2,47.0,42.0,77.0,30.11,12.0,0.0
0.025,3,0,0,0,2.302585092994046,1,Fair,7,3,7,2,63.0,63.0,75.0,30.02,0.0,0.0
0.015,3,1,0,0,2.302585092994046,1,Fair,6,2,19,2,82.0,82.0,41.0,29.8,5.0,0.0
2.372,6,0,0,0,2.302585092994046,1,Cloudy,5,5,8,2,51.0,51.0,74.0,30.17,7.0,0.0
0.032,1,0,0,0,2.302585092994046,1,Fair,7,3,19,2,77.0,77.0,40.0,29.95,8.0,0.0
1.127,1,0,1,0,2.302585092994046,1,Cloudy,3,4,10,2,51.0,51.0,54.0,30.01,9.0,0.0
0.054,2,0,1,0,2.302585092994046,1,Fair,11,5,14,2,52.0,52.0,59.0,30.48,7.0,0.0
0.392,2,0,1,0,2.302585092994046,1,Rain,6,0,9,2,63.0,63.0,90.0,29.97,5.0,0.0
0.4589999999999999,6,0,0,0,2.302585092994046,0,Cloudy,9,6,20,2,65.0,65.0,50.0,30.11,13.0,0.0
0.591,6,0,0,0,2.302585092994046,1,Fair,8,2,17,2,94.0,94.0,28.0,29.82,12.0,0.0
0.016,1,0,1,0,2.302585092994046,0,Rain,11,3,16,2,45.0,41.0,80.0,29.82,8.0,0.0
1.137,6,0,0,0,2.1972245773362196,0,Rain,12,5,7,2,48.0,40.0,77.0,29.65,24.0,0.07
0.072,5,0,0,0,2.302585092994046,1,Fair,9,1,13,2,75.0,75.0,34.0,30.01,5.0,0.0
